id,date,month,year,average_price,total_volume,plu_4046_sold,plu_4225_sold,plu_4770_sold,total_bags,small_bags,large_bags,xlarge_bags,type,region,metropolitan_region
31,2016-05-22,May,2016,1.02,433251.71,2888.48,280360.37,64720.71,85282.15,82259.75,7.4,3015,Conventional,Northern New England,Region
31,2016-05-22,May,2016,0.94,2248726.67,1062580.2,619172.75,10708.07,556265.65,502964.37,43241.43,10059.85,Conventional,Plains,Region
31,2016-05-22,May,2016,1.08,3154318.39,658991.13,1530509.31,95835.45,868982.5,772949.59,78541.95,17490.96,Conventional,Mid South,Region
31,2016-05-22,May,2016,0.9,6501981.08,2238875.14,2178820.82,329737.94,1754547.18,1594507.01,129666.02,30374.15,Conventional,California,Region
31,2016-05-22,May,2016,0.72,6680323.25,3128527.61,1539488.77,537748.12,1474558.75,1071647.44,348148.3,54763.01,Conventional,South Central,Region
31,2016-05-22,May,2016,1.14,4609250.24,104014.01,3018204.18,219221.82,1267810.23,1193559.27,60109.83,14141.13,Conventional,North East,Region
47,2017-02-05,February,2017,0.81,7545938.97,3878267.73,1537592.22,10563.99,2119515.03,1194582.55,919049.98,5882.5,Conventional,South East,Region
47,2017-02-05,February,2017,0.62,9421609.22,5160896.68,1821670.82,430538.46,2008503.26,1652465.83,346207.63,9829.8,Conventional,South Central,Region
47,2017-02-05,February,2017,0.73,6575186.76,1338529.97,3117639.02,322305.24,1796712.53,1334037.61,449566.65,13108.27,Conventional,Great Lakes,Region
47,2017-02-05,February,2017,1.23,6724196.61,624600.42,4684187.02,375904.92,1039504.25,943595.66,84785.68,11122.91,Conventional,North East,Region
47,2017-02-05,February,2017,0.76,3575499.21,2157030.64,801199.59,8231.35,609037.63,579814.97,21646.18,7576.48,Conventional,Plains,Region
47,2017-02-05,February,2017,0.95,4703681.01,1220323.46,2257429.97,108936.31,1116991.27,950345.69,161722.79,4922.79,Conventional,Mid South,Region
47,2017-02-05,February,2017,1.13,701706,23160.46,625037,4984.23,48524.31,48524.31,0,0,Conventional,Northern New England,Region
47,2017-02-05,February,2017,0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,Conventional,California,Region
15,2015-09-13,September,2015,1.09,2814803.06,574792.78,1444401.99,182702.62,612905.67,548306.36,61850.13,2749.18,Conventional,Mid South,Region
15,2015-09-13,September,2015,1.13,5106508.12,1863270.81,2388023.33,270794.34,584419.64,502056.88,76297.56,6065.2,Conventional,California,Region
15,2015-09-13,September,2015,1.14,4205294.58,95839.65,3364304.91,4616.79,740533.23,638404.31,102122.78,6.14,Conventional,North East,Region
15,2015-09-13,September,2015,1.15,2486654.71,1317283.12,534412.71,26776.37,608182.51,397112.08,211033.9,36.53,Conventional,South East,Region
15,2015-09-13,September,2015,1.13,1526985.3,727720.21,491074.45,15652.47,292538.17,271845.35,19120.68,1572.14,Conventional,Plains,Region
15,2015-09-13,September,2015,0.88,5761848.67,2608997.38,2390282.14,34341.44,728227.71,533040.93,195143.56,43.22,Conventional,South Central,Region
15,2015-09-13,September,2015,1.03,3532480.92,492741.15,1958150,447108.5,634481.27,448051.74,132685.58,53743.95,Conventional,Great Lakes,Region
15,2015-09-13,September,2015,1.09,356105.25,1752.73,301172.05,277.25,52903.22,52023.22,880,0,Conventional,Northern New England,Region
10,2017-10-22,October,2017,1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,Conventional,California,Region
10,2017-10-22,October,2017,1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,Conventional,Great Lakes,Region
10,2017-10-22,October,2017,1.15,4919102.69,2541201.97,796819.87,11499.33,1569581.52,1211443.25,357979.25,159.02,Conventional,South Central,Region
10,2017-10-22,October,2017,1.54,3133906.68,1888095.12,344382.02,8075.73,893353.81,544946.37,348391.24,16.2,Conventional,South East,Region
10,2017-10-22,October,2017,1.48,1455487.08,650121.75,388491.92,4068.81,412804.6,343995.88,68736.06,72.66,Conventional,Plains,Region
10,2017-10-22,October,2017,1.51,3380058.07,289343.32,2157327.99,6149.33,927237.43,838555.26,88678.73,3.44,Conventional,North East,Region
10,2017-10-22,October,2017,1.56,2380544.44,537789.18,1026119.76,20115.07,796520.43,698822.91,97558.95,138.57,Conventional,Mid South,Region
10,2017-10-22,October,2017,1.52,300976.46,12997.21,237665.93,1461.46,48851.86,25885.06,22966.8,0,Conventional,Northern New England,Region
30,2016-05-29,May,2016,1.1,499944.01,19245.04,337329.57,58060.21,85309.19,83274.96,4.23,2030,Conventional,Northern New England,Region
30,2016-05-29,May,2016,1.05,3925300.14,583307.07,1952011.72,280608.56,1109372.79,868963.09,210973.46,29436.24,Conventional,Great Lakes,Region
30,2016-05-29,May,2016,1.09,3349139.43,708286.6,1603134.92,199248.47,838469.44,736868.61,87305.62,14295.21,Conventional,Mid South,Region
30,2016-05-29,May,2016,0.8,6239677.27,3270603.2,1322066.02,347794.01,1299214.04,1034533.11,229576.24,35104.69,Conventional,South Central,Region
30,2016-05-29,May,2016,0.98,6700986.44,2522305.33,2097509.45,341992.36,1739179.3,1546212.08,160781.09,32186.13,Conventional,California,Region
30,2016-05-29,May,2016,0.9,2265037.77,1223080.58,495021.66,12125.66,534809.87,502399.51,22583.69,9826.67,Conventional,Plains,Region
30,2016-05-29,May,2016,1.14,5141314.86,141464.88,3554079.38,213854.78,1231915.82,1104419.55,117666.65,9829.62,Conventional,North East,Region
30,2016-05-29,May,2016,0.92,4829487.03,2562669.53,971082.67,23769.9,1271964.93,531132.05,696042.61,44790.27,Conventional,South East,Region
51,2015-01-04,January,2015,1.09,3759282.62,126640.65,2860709.93,7580.38,764351.66,669970.5,94381.16,0,Conventional,North East,Region
51,2015-01-04,January,2015,0.98,3204112.16,2296069.27,320373.63,18938.42,568730.84,287820.14,280910.7,0,Conventional,South East,Region
51,2015-01-04,January,2015,1.1,2578275.12,575245.44,1311502.53,181058.65,510468.5,429166.89,80986.81,314.8,Conventional,Mid South,Region
51,2015-01-04,January,2015,1.01,1683795.3,1027842.3,466641.12,10476.89,178834.99,177360.2,440.57,1034.22,Conventional,Plains,Region
51,2015-01-04,January,2015,0.77,5144267.01,2745009.1,1755142.21,73432.89,570682.81,442217.85,128451.37,13.59,Conventional,South Central,Region
51,2015-01-04,January,2015,1.02,3382800.12,467259.47,2059657.71,318102.38,537780.56,412779.64,111072.91,13928.01,Conventional,Great Lakes,Region
51,2015-01-04,January,2015,1.05,321823.77,4966.76,264351.96,14.68,52490.37,52490.37,0,0,Conventional,Northern New England,Region
51,2015-01-04,January,2015,0.93,5777334.9,2843648.26,2267755.26,137479.64,528451.74,477193.38,47882.56,3375.8,Conventional,California,Region
46,2017-02-12,February,2017,1.19,5367769.78,736158.49,3387834.41,45051.71,1198725.17,1079129.7,111229.11,8366.36,Conventional,North East,Region
46,2017-02-12,February,2017,0.94,2097983.48,1041604.45,490947.03,23556.8,541875.2,466641.32,53465.68,21768.2,Conventional,Plains,Region
46,2017-02-12,February,2017,0.68,7043078.06,3640314.18,1098974.88,215201.61,2088587.39,1790736.15,276301.68,21549.56,Conventional,South Central,Region
46,2017-02-12,February,2017,0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,Conventional,California,Region
46,2017-02-12,February,2017,1.13,501364.8,13508.23,424253.19,7548.54,56054.84,56051.1,3.74,0,Conventional,Northern New England,Region
46,2017-02-12,February,2017,1.07,3403723.66,936823.61,1373680.54,38397.21,1054822.3,860148.6,190222.35,4451.35,Conventional,Mid South,Region
46,2017-02-12,February,2017,0.91,4584245.6,2444616,806769.91,5419.77,1327439.92,800309.01,522265.71,4865.2,Conventional,South East,Region
46,2017-02-12,February,2017,0.88,4129136.03,765348.23,1694610.53,249248.52,1419928.75,978488.81,422557.68,18882.26,Conventional,Great Lakes,Region
14,2015-09-20,September,2015,1.21,3334592,86196.27,2492113.6,4293.65,751988.48,672883.2,79105.28,0,Conventional,North East,Region
14,2015-09-20,September,2015,0.96,3496412.09,2000380.63,663554.32,27931.94,804545.2,382666.89,421701.4,176.91,Conventional,South East,Region
14,2015-09-20,September,2015,1.16,1386951.96,611683.23,506379.84,15441.14,253447.75,237139.11,15090.36,1218.28,Conventional,Plains,Region
14,2015-09-20,September,2015,1.13,2447264.74,555127.12,1122683.82,208537.92,560915.88,479718.29,76793.78,4403.81,Conventional,Mid South,Region
14,2015-09-20,September,2015,0.83,5211738.31,2453284.69,2117631.84,39835.27,600986.51,478669.38,122302.71,14.42,Conventional,South Central,Region
14,2015-09-20,September,2015,1.02,3336245.24,460475.95,1887110.85,418235.21,570423.23,406010.16,109268.58,55144.49,Conventional,Great Lakes,Region
14,2015-09-20,September,2015,1.14,4759791.13,1702965.49,2230693.51,273922.36,552209.77,529779.37,17303.91,5126.49,Conventional,California,Region
14,2015-09-20,September,2015,1.17,322729.94,2413.3,270775.68,291.7,49249.26,48164.82,1084.44,0,Conventional,Northern New England,Region
9,2017-10-29,October,2017,1.41,2661899.8,639486.72,1075382.15,19076.52,927954.41,774152.75,153145.22,656.44,Conventional,Mid South,Region
9,2017-10-29,October,2017,1.5,304167.22,10155.17,237554.72,1307.67,55149.66,32792.8,22356.86,0,Conventional,Northern New England,Region
9,2017-10-29,October,2017,1.52,3430235.17,251453.16,2238785.24,6303.94,933692.83,768631.44,165040.73,20.66,Conventional,North East,Region
9,2017-10-29,October,2017,1.38,1536445.96,679340.39,436908.61,3387.14,416809.82,339758.82,77029.46,21.54,Conventional,Plains,Region
9,2017-10-29,October,2017,1.23,3856643.75,2294505.56,395328.65,9660.73,1157148.81,722262.44,425157.58,9728.79,Conventional,South East,Region
9,2017-10-29,October,2017,1.1,5167419.42,2567803.45,938018.17,12452.51,1649145.29,1013799.29,634225.69,1120.31,Conventional,South Central,Region
9,2017-10-29,October,2017,1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,Conventional,California,Region
9,2017-10-29,October,2017,1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,Conventional,Great Lakes,Region
29,2016-06-05,June,2016,1.14,3223814.39,673473.95,1510540.87,214241.6,825557.97,724592.03,78843.66,22122.28,Conventional,Mid South,Region
29,2016-06-05,June,2016,1.35,4570515.87,154509.15,2911585.02,156593.71,1347827.99,1235470.33,92633.24,19724.42,Conventional,North East,Region
29,2016-06-05,June,2016,1.18,471356.84,32955.43,314403.14,35125.4,88872.87,86447.87,0,2425,Conventional,Northern New England,Region
29,2016-06-05,June,2016,0.91,4563745.14,2504517.37,823705.23,26309.45,1209213.09,563930.87,574578.06,70704.16,Conventional,South East,Region
29,2016-06-05,June,2016,0.94,7365675.31,2921963.17,2131717.34,373358.37,1938636.43,1739147.58,171241.77,28247.08,Conventional,California,Region
29,2016-06-05,June,2016,0.93,2330438.23,1242318.2,518978.73,10390.99,558750.31,505801.45,28530.38,24418.48,Conventional,Plains,Region
29,2016-06-05,June,2016,0.83,6351400.69,3351332.61,1281791.5,355042.24,1363234.34,976198.08,325421.53,61614.73,Conventional,South Central,Region
29,2016-06-05,June,2016,1.01,4188245.99,467971.13,2147776.06,487106.11,1085392.69,776263.67,220019.19,89109.83,Conventional,Great Lakes,Region
50,2015-01-11,January,2015,1.1,3067638.32,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,Conventional,Great Lakes,Region
50,2015-01-11,January,2015,1.17,2335986.11,560119.16,1032606.49,191515.19,551745.27,465764.93,85966.27,14.07,Conventional,Mid South,Region
50,2015-01-11,January,2015,1.18,2433295.61,1667012.92,269027.02,21918.53,475337.14,260164,215173.14,0,Conventional,South East,Region
50,2015-01-11,January,2015,1.09,1402841.83,737363.86,448207.79,10009.45,207260.73,205299.64,954.59,1006.5,Conventional,Plains,Region
50,2015-01-11,January,2015,0.8,5409726.02,2973367.52,1717171.24,88373.78,630813.48,533599.2,97164.07,50.21,Conventional,South Central,Region
50,2015-01-11,January,2015,1.28,3056024.77,97343.55,2070661.43,6915.47,881104.32,796190.93,84913.39,0,Conventional,North East,Region
50,2015-01-11,January,2015,1.06,314717.03,4578.25,265252.09,22.9,44863.79,44863.79,0,0,Conventional,Northern New England,Region
50,2015-01-11,January,2015,0.92,6024932.34,2889591.29,2485720.1,103573.42,546047.53,510560.41,31874.03,3613.09,Conventional,California,Region
45,2017-02-19,February,2017,1.1,3184221.55,458082.87,1329999.72,224790.76,1171348.2,721288.96,401353.64,48705.6,Conventional,Great Lakes,Region
45,2017-02-19,February,2017,1.36,3526205.21,321067.02,2259557.92,21331.82,924248.45,848018.16,75165.19,1065.1,Conventional,North East,Region
45,2017-02-19,February,2017,0.96,2087617.13,1035888.35,444278.43,20779.51,586670.84,537145.2,44324.73,5200.91,Conventional,Plains,Region
45,2017-02-19,February,2017,1.37,375322.2,8811.46,295892.82,3364.17,67253.75,67249.95,3.8,0,Conventional,Northern New England,Region
45,2017-02-19,February,2017,0.75,5953222.87,2869772.48,1114706.47,207634.25,1761109.67,1408219.68,330575.32,22314.67,Conventional,South Central,Region
45,2017-02-19,February,2017,0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,Conventional,California,Region
45,2017-02-19,February,2017,1.19,2929351.67,665322.17,1215056.58,41351.82,1007621.1,857235.29,147587.67,2798.14,Conventional,Mid South,Region
45,2017-02-19,February,2017,1.14,3178563,1648815.38,483659.79,4681.1,1041406.73,695382.17,330922.06,15102.5,Conventional,South East,Region
13,2015-09-27,September,2015,1.1,2770074.76,343271.52,1605775.14,344488.51,476539.59,327299.75,103091.55,46148.29,Conventional,Great Lakes,Region
13,2015-09-27,September,2015,1.04,5216784.63,1860050.39,2635028.38,206460.07,515245.79,496867.66,13336.34,5041.79,Conventional,California,Region
13,2015-09-27,September,2015,1.13,3739072.7,86278.88,2965153.82,4785.85,682854.15,589490.48,93363.67,0,Conventional,North East,Region
13,2015-09-27,September,2015,1.17,2314057.46,1266450.71,519006.76,33834.37,494765.62,307494.33,187252.98,18.31,Conventional,South East,Region
13,2015-09-27,September,2015,0.87,4987381.36,2252044.96,2042360.56,83993.99,608981.85,480873.02,128033.07,75.76,Conventional,South Central,Region
13,2015-09-27,September,2015,0.98,458602.59,2768.16,427544.89,265.22,28024.32,27515.43,508.89,0,Conventional,Northern New England,Region
13,2015-09-27,September,2015,0.99,1542657.96,564480.54,729792.24,14587.65,233797.53,221484.44,10779.94,1533.15,Conventional,Plains,Region
13,2015-09-27,September,2015,1.11,2390611.02,479660.47,1206766.08,274903.15,429281.32,383854.11,43807.49,1619.72,Conventional,Mid South,Region
8,2017-11-05,November,2017,1.45,3492828.1,228843.35,1955086.76,5588.32,1303309.67,1078991.73,224223.95,93.99,Conventional,North East,Region
8,2017-11-05,November,2017,1.28,2880937.37,797195.7,1081492.86,20209.95,982038.86,821114.39,159168.35,1756.12,Conventional,Mid South,Region
8,2017-11-05,November,2017,1.48,1380036.54,583677.03,410381.7,4216.04,381761.77,292776.18,88977.53,8.06,Conventional,Plains,Region
8,2017-11-05,November,2017,1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,Conventional,Great Lakes,Region
8,2017-11-05,November,2017,1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,Conventional,California,Region
8,2017-11-05,November,2017,1.51,288593.62,9954.77,229668.21,1209.71,47760.93,18323.67,29437.26,0,Conventional,Northern New England,Region
8,2017-11-05,November,2017,1.34,3194059.94,1801086.94,298601.36,10159.03,1084212.61,767422.68,305652.13,11137.8,Conventional,South East,Region
8,2017-11-05,November,2017,0.99,5798077.88,2770715.69,1154114.11,24089.18,1849158.9,1127480.34,716953.08,4725.48,Conventional,South Central,Region
28,2016-06-12,June,2016,1.01,6506234.86,2597934.17,1869930.06,328653.8,1709716.83,1571460.04,110755.4,27501.39,Conventional,California,Region
28,2016-06-12,June,2016,1.19,472020.49,48479.14,307758.96,30137.67,85644.72,82839.72,0,2805,Conventional,Northern New England,Region
28,2016-06-12,June,2016,1.04,2104834.28,892690.24,628986.82,11290.7,571866.52,518050.97,28877.41,24938.14,Conventional,Plains,Region
28,2016-06-12,June,2016,0.85,6195284.67,3356663.69,1079764.01,423778.7,1335078.27,964900.17,307836.87,62341.23,Conventional,South Central,Region
28,2016-06-12,June,2016,1.15,3443333.94,593779.04,1519607.27,285261.84,1044685.79,858070.55,135926.11,50689.13,Conventional,Great Lakes,Region
28,2016-06-12,June,2016,1.15,3122351.17,677443.53,1422914,229464.95,792528.69,711257.87,50027.88,31242.94,Conventional,Mid South,Region
28,2016-06-12,June,2016,1.07,3393712.37,1757284.4,592433.27,30505.16,1013489.54,641109.21,295047.83,77332.5,Conventional,South East,Region
28,2016-06-12,June,2016,1.34,4599028.54,201927.9,2903948.28,135414.25,1357738.11,1246079.71,80946.35,30712.05,Conventional,North East,Region
49,2015-01-18,January,2015,1.02,5570915.26,2780859.66,2108450.36,121614.31,559990.93,520299.26,36501.18,3190.49,Conventional,California,Region
49,2015-01-18,January,2015,1.02,1674945.55,966515.75,485150.34,14504.7,208774.76,206579.02,1074.3,1121.44,Conventional,Plains,Region
49,2015-01-18,January,2015,1.08,3006207.02,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,Conventional,Great Lakes,Region
49,2015-01-18,January,2015,1.19,2330829.2,530333.83,1045424.87,186027.52,569042.98,478770.7,90214.44,57.84,Conventional,Mid South,Region
49,2015-01-18,January,2015,1.12,309202.71,3012.79,241380.95,38.05,64770.92,64770.92,0,0,Conventional,Northern New England,Region
49,2015-01-18,January,2015,0.79,5322625.57,2839359.92,1782045.18,146481.44,554739.03,497106.16,57607.18,25.69,Conventional,South Central,Region
49,2015-01-18,January,2015,1.32,3066789.62,91803.09,2098784.32,7215.59,868986.62,784229.51,84757.11,0,Conventional,North East,Region
49,2015-01-18,January,2015,1.19,2595783.66,1815847.03,273695.84,22004.31,484236.48,258541.9,225694.58,0,Conventional,South East,Region
44,2017-02-26,February,2017,1.08,3848715.52,565282.75,1692494.9,368973.25,1221964.62,756489.66,369884.9,95590.06,Conventional,Great Lakes,Region
44,2017-02-26,February,2017,1.2,3310530.37,689256.5,1618434.51,52647.95,950191.41,823879.69,123351.91,2959.81,Conventional,Mid South,Region
44,2017-02-26,February,2017,0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,Conventional,California,Region
44,2017-02-26,February,2017,1.43,3980574.14,206240.69,2790944.02,24709.35,958680.08,851836,100143.29,6700.79,Conventional,North East,Region
44,2017-02-26,February,2017,1.25,434201.49,9612.04,363051.67,5133.05,56404.73,56404.73,0,0,Conventional,Northern New England,Region
44,2017-02-26,February,2017,1.05,2008263.47,1013358.38,453752.92,14783.06,526369.11,462233.19,58328.14,5807.78,Conventional,Plains,Region
44,2017-02-26,February,2017,1.09,3780081.91,2009302.02,536981.39,6635.9,1227162.6,876737.08,337642.19,12783.33,Conventional,South East,Region
44,2017-02-26,February,2017,0.7,6808805.4,4318255.15,822773.31,142658.92,1525118.02,1359306,146644.88,19167.14,Conventional,South Central,Region
12,2015-10-04,October,2015,1.02,4943781.29,1461112.39,2788317.94,222260.58,472090.38,442923.78,25572.26,3594.34,Conventional,California,Region
12,2015-10-04,October,2015,1.18,2233935.94,467701.3,1070891.86,194003.8,501338.98,438547.27,61454.54,1337.17,Conventional,Mid South,Region
12,2015-10-04,October,2015,1.05,2814678.93,296032.66,1632488.05,381986.61,504171.61,354840.13,106127.86,43203.62,Conventional,Great Lakes,Region
12,2015-10-04,October,2015,0.98,3259659.28,1909901.24,591640.18,25995.26,732122.6,340717.96,391377.16,27.48,Conventional,South East,Region
12,2015-10-04,October,2015,1.12,298222.53,3978.7,253346.07,248.25,40649.51,40431.73,217.78,0,Conventional,Northern New England,Region
12,2015-10-04,October,2015,1.21,3585183.3,99666.72,2679760.58,5434.32,800321.68,716567.95,83753.73,0,Conventional,North East,Region
12,2015-10-04,October,2015,1.14,1309245.88,492561.57,566241.35,15401.65,235041.31,223134.82,10382.51,1523.98,Conventional,Plains,Region
12,2015-10-04,October,2015,0.84,5201535.32,2257194.22,2067870.47,184770.84,691699.79,517821.64,173688.06,190.09,Conventional,South Central,Region
7,2017-11-12,November,2017,1.01,681570,19108,588116,3876,70471,15795,54675,0,Conventional,Northern New England,Region
7,2017-11-12,November,2017,1.19,3284210,699961,1049661,151409,1383179,791377,585936,5866,Conventional,Great Lakes,Region
7,2017-11-12,November,2017,1.35,3925104,234190,2638119,13068,1039727,869351,170377,0,Conventional,North East,Region
7,2017-11-12,November,2017,0.95,5627547,2730492,1207080,27925,1662050,1146657,514869,525,Conventional,South Central,Region
7,2017-11-12,November,2017,1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284,Conventional,California,Region
7,2017-11-12,November,2017,1.33,2631186,670773,1022489,18762,919162,735347,181873,1942,Conventional,Mid South,Region
7,2017-11-12,November,2017,1.28,3422495,1947873,312578,12862,1149182,818630,314965,15586,Conventional,South East,Region
7,2017-11-12,November,2017,1.26,1625590,765204,344953,3663,511771,398551,113198,22,Conventional,Plains,Region
27,2016-06-19,June,2016,0.94,4665536.74,2441553.39,936051.48,30691.31,1257240.56,699685.23,498428.66,59126.67,Conventional,South East,Region
27,2016-06-19,June,2016,1.4,4506892.62,184730.86,2920243.12,132512.61,1269406.03,1164066.13,74863.78,30476.12,Conventional,North East,Region
27,2016-06-19,June,2016,1.06,6528056.18,2409003,2045112.18,319711.53,1754229.47,1622056.72,101882.82,30289.93,Conventional,California,Region
27,2016-06-19,June,2016,1.1,3955098.89,608467.47,1766243.34,431784.45,1148603.63,804836.17,242409.56,101357.9,Conventional,Great Lakes,Region
27,2016-06-19,June,2016,0.89,6005535.29,3271758.23,1118582.85,346244.07,1268950.14,1062854.49,167590.92,38504.73,Conventional,South Central,Region
27,2016-06-19,June,2016,0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36,475718.48,41103.42,12332.46,Conventional,Plains,Region
27,2016-06-19,June,2016,1.16,3304967.62,674982.83,1530425.54,230513.77,869045.48,750464.94,81187.92,37392.62,Conventional,Mid South,Region
27,2016-06-19,June,2016,1.26,485945.76,53199.36,322695.72,27247.57,82803.11,80128.11,0,2675,Conventional,Northern New England,Region
48,2015-01-25,January,2015,0.81,5142259.93,3205533.39,1298842.9,68870.69,569012.95,476249.64,92763.31,0,Conventional,South Central,Region
48,2015-01-25,January,2015,1.13,2928692.32,390289.67,1649082.75,271642.56,617677.34,503612.64,109501,4563.7,Conventional,Great Lakes,Region
48,2015-01-25,January,2015,1.06,4929884.26,2380955.61,1827783.28,150535.5,570609.87,521004.15,46809.48,2796.24,Conventional,California,Region
48,2015-01-25,January,2015,1.06,290611.31,3806.65,233232.89,24.12,53547.65,53543.21,4.44,0,Conventional,Northern New England,Region
48,2015-01-25,January,2015,1.08,1510836.96,841332.54,454162.3,14022.68,201319.44,198193.38,1929.49,1196.57,Conventional,Plains,Region
48,2015-01-25,January,2015,1.15,2480820.72,566435.98,1077630.8,164873.48,671880.46,572717.4,99142.71,20.35,Conventional,Mid South,Region
48,2015-01-25,January,2015,1.15,2778000.82,1990978.47,266024.34,18600.92,502397.09,281141.42,221255.67,0,Conventional,South East,Region
48,2015-01-25,January,2015,1.27,3238501.89,96761.81,2129188.49,7923.65,1004627.94,903840.54,100787.4,0,Conventional,North East,Region
43,2017-03-05,March,2017,1.38,384828.85,9417.54,318710.7,4245.38,52455.23,52455.23,0,0,Conventional,Northern New England,Region
43,2017-03-05,March,2017,0.87,5637789.74,3275101.47,959531.9,154394.14,1248762.23,1200644.45,40174.35,7943.43,Conventional,South Central,Region
43,2017-03-05,March,2017,1.34,4468555.34,237802.16,3228538.95,63971.19,938243.04,877970.46,56847.58,3425,Conventional,North East,Region
43,2017-03-05,March,2017,1.24,3197341.66,563498.27,1313704.16,195550.24,1124588.99,720629.17,364409.43,39550.39,Conventional,Great Lakes,Region
43,2017-03-05,March,2017,1.14,3397985.84,737562.33,1432039.9,51390.66,1176992.95,1044380.88,131525.12,1086.95,Conventional,Mid South,Region
43,2017-03-05,March,2017,1.39,3078856.36,1616582.26,446313.48,6013.44,1009947.18,636964.49,368181.02,4801.67,Conventional,South East,Region
43,2017-03-05,March,2017,1.25,1601599.81,734909.69,421271.9,9572.98,435845.24,393722.61,36578.51,5544.12,Conventional,Plains,Region
43,2017-03-05,March,2017,1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,Conventional,California,Region
11,2015-10-11,October,2015,1.08,5063309.38,1757211.58,2530023.18,221032.74,555041.88,533478.03,18373.18,3190.67,Conventional,California,Region
11,2015-10-11,October,2015,0.83,5236047.86,2351606.01,1833545.05,426600.81,624295.99,504922.39,119235.17,138.43,Conventional,South Central,Region
11,2015-10-11,October,2015,1.19,278472.66,3616.8,231543.02,204.79,43108.05,43001.38,106.67,0,Conventional,Northern New England,Region
11,2015-10-11,October,2015,1.13,2329757.67,469059.21,1057488.47,277954.43,525255.56,455592.88,68091.96,1570.72,Conventional,Mid South,Region
11,2015-10-11,October,2015,0.97,3179824.67,1810141.55,579736.64,34930.57,755015.91,356707.71,398280.71,27.49,Conventional,South East,Region
11,2015-10-11,October,2015,1.05,1560845.55,708470.83,576153.62,14585.67,261635.43,248699.54,11296.81,1639.08,Conventional,Plains,Region
11,2015-10-11,October,2015,1.23,3307828.65,88376.7,2383018.56,4364.98,832068.41,721415.51,110651.17,1.73,Conventional,North East,Region
11,2015-10-11,October,2015,1.02,3004133.39,355508.86,1652244.4,456771.26,539608.87,384772.59,93016.17,61820.11,Conventional,Great Lakes,Region
6,2017-11-19,November,2017,1.2,3446284,1997537,326446,12078,1110222,674139,423999,12084,Conventional,South East,Region
6,2017-11-19,November,2017,1.36,311603,8451,230533,1285,71335,16744,54591,0,Conventional,Northern New England,Region
6,2017-11-19,November,2017,1.23,2983690,581511,991256,155562,1255362,810002,438664,6697,Conventional,Great Lakes,Region
6,2017-11-19,November,2017,1.37,3680754,192312,2061116,7247,1420079,967838,452228,14,Conventional,North East,Region
6,2017-11-19,November,2017,1.26,4782021,1879513,1360694,107055,1434759,1328429,47615,58715,Conventional,California,Region
6,2017-11-19,November,2017,1.3,2462798,567752,938850,16827,939370,751485,186157,1727,Conventional,Mid South,Region
6,2017-11-19,November,2017,0.97,4864335,2719309,742890,17529,1384607,973474,409491,1642,Conventional,South Central,Region
6,2017-11-19,November,2017,1.12,1729745,963556,315619,4554,446016,341806,104210,0,Conventional,Plains,Region
26,2016-06-26,June,2016,1.13,3643417.33,609218.12,1609911.48,376048.28,1048239.45,778315.95,180042.48,89881.02,Conventional,Great Lakes,Region
26,2016-06-26,June,2016,1.03,2101835.6,1040820.26,490842.47,9370.21,560802.66,510422.91,25086.66,25293.09,Conventional,Plains,Region
26,2016-06-26,June,2016,1.28,4840949.87,190136.57,3188127.73,118844.6,1343840.97,1233605.4,78613.54,31622.03,Conventional,North East,Region
26,2016-06-26,June,2016,1.03,6407277.49,2333532.13,1967324.63,328206.37,1778214.36,1641400.92,107903.9,28909.54,Conventional,California,Region
26,2016-06-26,June,2016,1.28,497816.81,63778.16,323719.54,20456.9,89862.21,85807.21,0,4055,Conventional,Northern New England,Region
26,2016-06-26,June,2016,1.17,3095673.83,590854.99,1468309.1,204710.19,831799.55,740396.18,58981.95,32421.42,Conventional,Mid South,Region
26,2016-06-26,June,2016,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,Conventional,South Central,Region
